timestamp,std
1658364120000,7.041420114028057e-06
1658364130000,9.460292958314867e-06
1658364140000,1.1873172373991048e-06
1658364150000,3.1622776601652723e-06
1658364160000,4.817442914320147e-06
1658364170000,6.906691924523966e-06
1658364180000,1.0772282046599193e-05
1658364190000,4.986963614685028e-06
1658364200000,3.9836945773036924e-06
1658364210000,4.259443290248839e-06
1658364220000,1.2686114456377963e-06
1658364230000,1.942383377605076e-06
1658364240000,1.3877787807814457e-17
1658364250000,6.3562856184979255e-06
1658364260000,9.11702678888019e-06
1658364270000,5.3335798759575005e-06
1658364280000,5.793315113131276e-06
1658364290000,6.6052622660298785e-06
1658364300000,1.0796089827145229e-06
1658364310000,4.892496646650973e-06
1658364320000,8.926182537561742e-06
1658364330000,3.3374973990799872e-06
1658364340000,6.849348892194601e-07
1658364350000,4.7140452079150315e-07
1658364360000,6.3864468682594705e-06
1658364370000,5.000000000005e-07
1658364380000,3.3071891388340456e-07
1658364390000,4.330127018926524e-07
1658364400000,4.345112196478938e-06
1658364410000,6.785672514491633e-06
1658364420000,3.603248317489753e-06
1658364430000,6.7861969567498705e-06
1658364440000,9.142078216851717e-06
1658364450000,3.000000000003e-07
1658364460000,3.1590491982164225e-06
1658364470000,4.937279747187495e-07
1658364480000,6.123405404674833e-06
1658364490000,1.0671904532511814e-05
1658364500000,6.548854861729519e-06
1658364510000,2.872281323271887e-06
1658364520000,7.787707826745005e-06
1658364530000,2.5081092968430502e-06
1658364540000,1.855744320281059e-06
1658364550000,1.7814470856622748e-06
1658364560000,4.948716593058884e-07
1658364570000,6.539705414896031e-06
1658364580000,5.29930605155977e-06
1658364590000,0.0
1658364600000,0.0
1658364610000,8.313242448047756e-06
1658364620000,7.559289460192105e-07
1658364630000,0.0
1658364640000,4.5360971424062875e-06
1658364650000,3.87298334621129e-06
1658364660000,1.3564084008895257e-06
1658364670000,3.677068578815519e-06
1658364680000,4.5175395145307744e-07
1658364690000,1.8856180831660126e-06
1658364700000,2.793030685142143e-06
1658364710000,0.0
1658364720000,0.0
1658364730000,9.748395636307541e-07
1658364740000,0.0
1658364750000,0.0
1658364760000,4.99306998974454e-07
1658364770000,4.898979485571256e-07
1658364780000,3.142696805276688e-07
1658364790000,1.67497927018849e-06
1658364800000,5.488805346065102e-06
1658364810000,4.330127018926524e-07
1658364820000,4.988033273036853e-06
1658364830000,3.3993463423928437e-06
1658364840000,5.109273067695009e-06
1658364850000,2.331844763269576e-06
1658364860000,1.3093073414172636e-06
1658364870000,3.353066589787278e-06
1658364880000,6.416743969850198e-06
1658364890000,4.3260323352505e-06
1658364900000,3.726779962503377e-07
1658364910000,2.70118472007772e-06
1658364920000,2.4494897427856276e-06
1658364930000,5.045077414910554e-06
1658364940000,3.570714214274996e-07
1658364950000,5.684096842603652e-06
1658364960000,5.88694719455939e-06
1658364970000,1.6027232121199172e-05
1658364980000,5.025526555472289e-06
1658364990000,1.8000000000018e-06
1658365000000,1.118033988751013e-06
1658365010000,4.50547663714714e-06
1658365020000,4.810456929213156e-07
1658365030000,3.987774285241306e-06
1658365040000,5.774680837543724e-06
1658365050000,1.4139589026535402e-05
1658365060000,1.429471381230192e-06
1658365070000,2.630278948505769e-06
1658365080000,2.444423574499027e-06
1658365090000,4.7140452079150315e-07
1658365100000,4.948716593058884e-07
1658365110000,0.0
1658365120000,3.7267799625033763e-07
1658365130000,4.3301270189265233e-07
1658365140000,1.667999467090138e-06
1658365150000,5.000000000005e-07
1658365160000,7.370277311908259e-07
1658365170000,0.0
1658365180000,1.4523687548292338e-06
1658365190000,5.412697783664596e-06
1658365200000,3.142696805233074e-07
1658365210000,1.0356955581909324e-05
1658365220000,2.8213471959359987e-06
1658365230000,4.330127018926524e-07
1658365240000,3.6464227527802306e-07
1658365250000,1.3988090172233332e-06
1658365260000,1.0765376599696748e-05
1658365270000,8.059560889970201e-06
1658365280000,5.578749768510332e-07
1658365290000,4.0379527559075324e-07
1658365300000,6.745259128457226e-06
1658365310000,0.0
1658365320000,1.7005783601494388e-06
1658365330000,0.0
1658365340000,4.342921757035562e-06
1658365350000,2.968164415934134e-06
1658365360000,3.0211752680004735e-06
1658365370000,0.0
1658365380000,4.1444505773663295e-06
1658365390000,4.496912521075329e-06
1658365400000,0.0
1658365410000,4.5825756949604234e-07
1658365420000,2.1794494717725163e-07
1658365430000,7.100226978104059e-07
1658365440000,4.962902376632611e-06
1658365450000,4.266624149445584e-06
1658365460000,1.2366938848029214e-06
1658365470000,8.065476000479883e-07
1658365480000,4.985185152626417e-07
1658365490000,7.397771510369153e-06
1658365500000,1.3931361750960388e-06
1658365510000,5.000000000005e-07
1658365520000,1.3877787807814457e-17
1658365530000,3.829708431022338e-06
1658365540000,4.898979485571256e-07
1658365550000,0.0
1658365560000,3.9191835884519055e-06
1658365570000,1.9982631347156318e-06
1658365580000,1.4432048491778832e-06
1658365590000,5.000000000005e-07
1658365600000,2.6872761836438143e-06
1658365610000,0.0
1658365620000,3.8005756142967003e-06
1658365630000,4.7140452079150315e-07
1658365640000,4.491723832827216e-06
1658365650000,0.0
1658365660000,1.589762167748703e-06
1658365670000,4.135461378892295e-06
1658365680000,4.4221663871226395e-07
1658365690000,0.0
1658365700000,2.66469355010863e-07
1658365710000,1.8557443202810586e-06
1658365720000,4.4536177141556864e-07
1658365730000,7.888876662745792e-06
1658365740000,5.999999999999062e-06
1658365750000,3.8058343369091155e-06
1658365760000,4.7140452079150315e-07
1658365770000,2.618046345399146e-06
1658365780000,3.721558813189401e-06
1658365790000,0.0
1658365800000,2.764151324435807e-06
1658365810000,3.0310889132425576e-06
1658365820000,5.3307285305725235e-06
1658365830000,4.1829612072362985e-06
1658365840000,7.92219954777529e-06
1658365850000,5.704768067002369e-07
1658365860000,3.0983866769623135e-06
1658365870000,5.859935407084539e-06
1658365880000,3.180496117834352e-06
1658365890000,5.983516452370469e-06
1658365900000,3.1772117581667748e-06
1658365910000,2.1006423809652227e-06
1658365920000,3.071926415249779e-05
1658365930000,6.457739026958846e-06
1658365940000,3.453225468498758e-05
1658365950000,3.6242825715092244e-05
1658365960000,3.035817999283663e-05
1658365970000,2.8768310963493423e-05
1658365980000,7.88077254866064e-06
1658365990000,7.86012968872765e-06
1658366000000,4.7547555470471895e-06
1658366010000,4.340437435224574e-05
1658366020000,2.8773242213132577e-05
1658366030000,2.5897618489563712e-05
1658366040000,1.2010260550952138e-05
1658366050000,1.0202728226571753e-05
1658366060000,5.8180040321697135e-06
1658366070000,4.1411843609424735e-06
1658366080000,5.017316951095568e-06
1658366090000,2.3355373367589778e-06
1658366100000,1.1182659016239007e-05
1658366110000,6.4092146589414915e-06
1658366120000,1.0703901999061037e-05
1658366130000,6.1448053643249045e-06
1658366140000,3.032738036823797e-06
1658366150000,6.672724520406273e-06
1658366160000,1.0698314632973372e-05
1658366170000,3.953314840085965e-06
1658366180000,9.41993915968926e-06
1658366190000,4.812401599733432e-06
1658366200000,2.52795026540514e-06
1658366210000,2.123466334690553e-05
1658366220000,9.671491328103693e-06
1658366230000,7.990779776263376e-06
1658366240000,7.731148760504238e-06
1658366250000,1.7461067804910948e-06
1658366260000,4.000000000004e-06
1658366270000,4.50891698858657e-06
1658366280000,6.284656997821763e-06
1658366290000,7.083387254695939e-06
1658366300000,4.611432111878554e-06
1658366310000,1.2186501367269319e-05
1658366320000,1.1821207737831697e-05
1658366330000,4.685338124436075e-06
1658366340000,5.9179566358515555e-06
1658366350000,1.7431745891570926e-05
1658366360000,1.0732760480474768e-05
1658366370000,1.2718326537086696e-05
1658366380000,6.270211763214404e-06
1658366390000,4.134033948382601e-06
1658366400000,4.973285032433744e-06
1658366410000,7.315415649327537e-06
1658366420000,9.146490257123143e-06
1658366430000,4.058598553962233e-06
1658366440000,2.332380757935455e-06
1658366450000,3.5101264442040264e-06
1658366460000,5.8943240117544815e-06
1658366470000,4.029477185755426e-06
1658366480000,4.7140452079150315e-07
1658366490000,1.3993681761842191e-05
1658366500000,8.930631155718304e-06
1658366510000,9.217421650349618e-06
1658366520000,8.720521773383342e-06
1658366530000,0.0
1658366540000,9.151061986670084e-06
1658366550000,2.6611399371871995e-06
1658366560000,7.293957366133365e-06
1658366570000,9.938654813610477e-06
1658366580000,9.115752233110569e-06
1658366590000,5.5095876030398704e-06
1658366600000,6.258877992018958e-06
1658366610000,4.330127018866431e-07
1658366620000,3.0904725218293673e-06
1658366630000,5.000000000005e-07
1658366640000,4.17612260356401e-06
1658366650000,7.621209893235092e-06
1658366660000,6.1824123303301674e-06
1658366670000,1.9097274212642344e-06
1658366680000,3.3028912953755097e-06
1658366690000,6.986557340427399e-06
1658366700000,2.281261109374672e-06
1658366710000,7.201979735512374e-06
1658366720000,2.1130176880439235e-06
1658366730000,0.0
1658366740000,2.6739483914201146e-06
1658366750000,6.600438581915285e-06
1658366760000,3.27833799356038e-06
1658366770000,4.6030651327958495e-06
1658366780000,3.3071891388340456e-07
1658366790000,2.828427124742477e-06
1658366800000,7.123561185738065e-06
1658366810000,1.0493860455840656e-06
1658366820000,3.5910049852951022e-06
1658366830000,7.008931072868081e-06
1658366840000,3.987515142079375e-06
1658366850000,1.466171839839248e-06
1658366860000,8.024337978922899e-06
1658366870000,1.7638342073781577e-06
1658366880000,1.4582671942623768e-06
1658366890000,4.788903188622123e-06
1658366900000,0.0
1658366910000,1.1785113019787576e-06
1658366920000,3.469068862894879e-06
1658366930000,9.270746763977379e-07
1658366940000,1.17987022591463e-05
1658366950000,3.6410553347407122e-06
1658366960000,3.0730745162208848e-06
1658366970000,4.0454518865360395e-06
1658366980000,1.2264306875643154e-06
1658366990000,8.842569573837951e-06
1658367000000,5.2555971853954504e-06
1658367010000,5.647787177292102e-06
1658367020000,1.7496355305611628e-06
1658367030000,2.258769757265387e-06
1658367040000,5.4117647058814655e-06
1658367050000,8.692269873612223e-07
1658367060000,4.4999999999975615e-06
1658367070000,4.615384615389231e-07
1658367080000,7.057670188600988e-06
1658367090000,4.142434467023965e-06
1658367100000,1.978277090529588e-06
1658367110000,3.3724972014458547e-06
1658367120000,3.142696805276688e-07
1658367130000,2.0438969623999552e-06
1658367140000,1.8405855323911444e-06
1658367150000,7.21687836487754e-07
1658367160000,7.51423101987768e-06
1658367170000,2.6115994798317826e-06
1658367180000,2.20882157123969e-06
1658367190000,2.1665358411550467e-06
1658367200000,2.8084693339995322e-06
1658367210000,3.726779962503377e-07
1658367220000,4.5825756949604234e-07
1658367230000,7.992396386568214e-06
1658367240000,4.396912580057855e-06
1658367250000,4.330127018866431e-07
1658367260000,4.145144415126763e-06
1658367270000,4.330127018926524e-07
1658367280000,7.161281353030989e-06
1658367290000,9.220927838565537e-06
1658367300000,0.0
1658367310000,3.199513213383635e-06
1658367320000,7.994080650319419e-06
1658367330000,2.0463381929701588e-06
1658367340000,4.7140452079150315e-07
1658367350000,2.460569039879213e-06
1658367360000,2.1847959477587103e-06
1658367370000,5.123366948489565e-06
1658367380000,4.17997873466299e-06
1658367390000,4.076824574902675e-07
1658367400000,4.453617714093881e-07
1658367410000,3.499271061073763e-07
1658367420000,3.6080121228946367e-07
1658367430000,1.3877787807814457e-17
1658367440000,0.0
1658367450000,1.3409425606998266e-06
1658367460000,4.028926472491466e-06
1658367470000,5.947184092345985e-06
1658367480000,3.4992710611223255e-07
1658367490000,9.206104656640006e-06
1658367500000,9.308389865261703e-06
1658367510000,8.601138984860242e-07
1658367520000,8.69595301076325e-06
1658367530000,9.490890533652128e-06
1658367540000,5.538650494982299e-06
1658367550000,6.822018070593844e-06
1658367560000,3.1701083225782057e-06
1658367570000,5.838742081217261e-07
1658367580000,4.4536177141556864e-07
1658367590000,3.142696805276688e-07
1658367600000,0.0
1658367610000,4.960783708251069e-07
1658367620000,1.8856180831594705e-06
1658367630000,1.4696938456713764e-06
1658367640000,7.13857014208442e-06
1658367650000,1.1301963325027007e-06
1658367660000,7.790649194775215e-06
1658367670000,1.7333009226558775e-05
1658367680000,6.759171546869761e-06
1658367690000,5.291155535934645e-06
1658367700000,4.822285544201164e-06
1658367710000,4.1109442742238126e-06
1658367720000,2.274544727856239e-06
1658367730000,6.4154418972382325e-06
1658367740000,2.193171219948324e-06
1658367750000,9.615311808011834e-06
1658367760000,7.8202956973193e-07
1658367770000,0.0
1658367780000,0.0
1658367790000,4.7140452079150315e-07
1658367800000,4.898979485571256e-07
1658367810000,4.5564509955426945e-07
1658367820000,0.0
1658367830000,4.330127018926524e-07
1658367840000,3.041381265147018e-06
1658367850000,4.6577048936226566e-07
1658367860000,2.575393768191139e-07
1658367870000,4.750087055214541e-06
1658367880000,3.726779962503377e-07
1658367890000,2.0449494325842256e-06
1658367900000,1.7957425645206335e-06
1658367910000,1.280190957973058e-06
1658367920000,4.000000000004e-07
1658367930000,5.480869507253375e-06
1658367940000,4.000000000004e-07
1658367950000,5.6606447873275565e-06
1658367960000,5.25396675538796e-07
1658367970000,4.853406592850643e-06
1658367980000,7.555832994775039e-06
1658367990000,2.933413529289539e-06
1658368000000,4.2552835412605245e-06
1658368010000,2.4833630094532903e-06
1658368020000,3.7282703764651783e-06
1658368030000,6.884039511799799e-06
1658368040000,3.199120973016632e-06
1658368050000,3.869781209778149e-06
1658368060000,1.0900498230734326e-06
1658368070000,0.0
1658368080000,7.071067811872547e-07
1658368090000,1.048220125780457e-06
1658368100000,1.3877787807814457e-17
1658368110000,5.000000000005e-07
1658368120000,4.330127018926524e-07
1658368130000,1.4422876793482069e-05
1658368140000,5.291082644936271e-06
1658368150000,5.972036914947599e-06
1658368160000,9.597573732464447e-06
1658368170000,8.666350105010063e-06
1658368180000,3.726779962503377e-07
1658368190000,1.7036708399960022e-06
1658368200000,1.7480147469520006e-06
1658368210000,2.287087499583682e-06
1658368220000,0.0
1658368230000,1.7312034473704473e-05
1658368240000,1.143594403502407e-05
1658368250000,1.0412601625565951e-05
1658368260000,1.3140837111843385e-05
1658368270000,1.143936020665936e-05
1658368280000,1.2926329718832648e-05
1658368290000,4.036163059752122e-06
1658368300000,3.432858558318107e-06
1658368310000,3.902445506700936e-06
1658368320000,9.012186870852788e-06
1658368330000,2.3706151312654247e-06
1658368340000,5.797268054592072e-06
1658368350000,8.103351473871646e-06
1658368360000,3.6634113864463147e-06
1658368370000,1.0916614687419603e-05
1658368380000,9.595675568683579e-06
1658368390000,2.3907228102684503e-06
1658368400000,4.453617714093881e-07
1658368410000,2.4874685927641557e-06
1658368420000,0.0
1658368430000,9.142435177949255e-06
1658368440000,4.112987559753541e-06
1658368450000,1.054724490092253e-05
1658368460000,4.618802153514781e-06
1658368470000,5.243090691565852e-06
1658368480000,6.751028728188629e-06
1658368490000,5.842849380984951e-06
1658368500000,5.538580245643756e-06
1658368510000,5.590169943755065e-07
1658368520000,4.898979485571256e-07
1658368530000,2.6457513110672364e-06
1658368540000,0.0
1658368550000,8.940595956386681e-06
1658368560000,4.488079449263063e-06
1658368570000,5.2306787322496885e-06
1658368580000,2.0396078054391537e-06
1658368590000,4.7140452079150315e-07
1658368600000,8.119169644292745e-06
1658368610000,4.7531202593462094e-07
1658368620000,6.55935575563395e-06
1658368630000,3.0223169919777955e-06
1658368640000,1.0954422622847065e-05
1658368650000,4.949435683009488e-06
1658368660000,0.0
1658368670000,7.971889387599895e-06
1658368680000,3.575223380743792e-06
1658368690000,5.239952346320881e-06
1658368700000,7.111005554770923e-06
1658368710000,3.3071891388340456e-07
1658368720000,8.931883715814857e-06
1658368730000,0.0
1658368740000,0.0
1658368750000,1.8330302779841692e-06
1658368760000,0.0
1658368770000,3.4992710611223255e-07
1658368780000,6.913203855177407e-06
1658368790000,5.290897844411408e-06
1658368800000,5.729836379054307e-06
1658368810000,1.7728105208576097e-06
1658368820000,2.3979157616587577e-06
1658368830000,3.670452590923256e-06
1658368840000,1.4374722712459827e-06
1658368850000,1.3287420951953853e-06
1658368860000,4.910267471697655e-06
1658368870000,4.000000000004e-07
1658368880000,2.0147385928802906e-06
1658368890000,8.660254037853048e-07
1658368900000,1.2472191289258947e-06
1658368910000,0.0
1658368920000,1.6629588385620898e-06
1658368930000,0.0
1658368940000,1.658079731211209e-06
1658368950000,1.8708286933888416e-06
1658368960000,5.217232235114662e-06
1658368970000,4.7140452079150315e-07
1658368980000,6.591324264179989e-06
1658368990000,4.1623843872189635e-06
1658369000000,4.898979485571256e-07
1658369010000,2.3449996668415394e-06
1658369020000,9.313132076039215e-06
1658369030000,8.880725418037727e-06
1658369040000,3.610988645948124e-06
1658369050000,9.428090415830063e-07
1658369060000,4.1573970964196483e-07
1658369070000,0.0
1658369080000,0.0
1658369090000,5.713045500339918e-07
1658369100000,4.073701182253923e-06
1658369110000,2.741312258649736e-06
1658369120000,4.370422372719924e-06
1658369130000,5.266343608240491e-07
1658369140000,7.453559925006754e-07
1658369150000,4.7140452079150315e-07
1658369160000,1.013961184636995e-05
1658369170000,3.91751691451562e-06
1658369180000,4.850658603620591e-06
1658369190000,4.330127018926524e-07
1658369200000,5.000000000005e-07
1658369210000,2.6920855509381177e-06
1658369220000,3.3071891388340456e-07
1658369230000,5.000000000005e-07
1658369240000,1.503774540437005e-06
1658369250000,3.5989553121485906e-06
1658369260000,6.871842709313542e-07
1658369270000,5.999999999950489e-07
1658369280000,7.168433909068743e-06
1658369290000,8.975274678566482e-07
1658369300000,4.3301270189265233e-07
1658369310000,1.8130629420457649e-06
1658369320000,2.5317089180880374e-06
1658369330000,5.168168044628245e-06
1658369340000,4.6933759467786355e-06
1658369350000,2.8934204820846725e-06
1658369360000,4.5175395145307744e-07
1658369370000,0.0
1658369380000,8.60504938975004e-06
1658369390000,0.0
1658369400000,2.7180425129227824e-06
1658369410000,5.000000000005e-07
1658369420000,0.0
1658369430000,4.969039950004502e-07
1658369440000,0.0
1658369450000,8.055363982404437e-07
1658369460000,4.7140452079150315e-07
1658369470000,4.410678137502792e-06
1658369480000,3.342995637856715e-06
1658369490000,0.0
1658369500000,5.7323097438994495e-06
1658369510000,5.000000000005e-07
1658369520000,3.726779962503377e-07
1658369530000,3.61403161161835e-06
1658369540000,0.0
1658369550000,4.517539514530774e-07
1658369560000,7.287057778873975e-06
1658369570000,3.552467795000711e-07
1658369580000,4.5175395144680807e-07
1658369590000,4.999999999935612e-07
1658369600000,4.330127018866431e-07
1658369610000,0.0
1658369620000,4.474895681249424e-06
1658369630000,1.3164090466522819e-05
1658369640000,2.2440848522711475e-06
1658369650000,3.296043890095512e-06
1658369660000,6.932197582425506e-06
1658369670000,1.041494476127369e-06
1658369680000,9.343803650905689e-06
1658369690000,1.7971065179124615e-06
1658369700000,2.1176342932642947e-06
1658369710000,9.53793595185717e-07
1658369720000,4.40012626081327e-06
1658369730000,3.977748761181582e-06
1658369740000,4.08430934678749e-06
1658369750000,1.3877787807814457e-17
1658369760000,4.517539514530774e-07
1658369770000,2.0889318714680477e-06
1658369780000,4.898979485503268e-07
1658369790000,3.799988065386658e-06
1658369800000,4.898979485571256e-07
1658369810000,5.977323402805116e-06
1658369820000,5.537592487313214e-06
1658369830000,4.7784717714086615e-06
1658369840000,1.0611482767714948e-05
1658369850000,8.498662996450006e-06
1658369860000,1.0234520453092086e-05
1658369870000,1.999999999996449e-06
1658369880000,6.545128698306603e-06
